pointsbanktransactiontype,currentsourcecode,Source Hotel,hotelcode,Destination Hotel,Distinct count of confirmationnumber,bookingvalueusd
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2189,The Phoenicia,2,3700
Paid Reservation,SBE1616,Suvretta House,LW2189,The Phoenicia,1,2117
Paid Reservation,SBE1897,"The Legian Seminyak, Bali",LW2189,The Phoenicia,1,5125
Paid Reservation,SBE2189,The Phoenicia,LW2189,The Phoenicia,579,927913
Paid Reservation,SBE9508,Kozmo Hotel Suites & Spa,LW2189,The Phoenicia,1,2768
Paid Reservation,SBE0428,Baglioni Hotel London,LW2196,The Place Firenze,1,870
Paid Reservation,SBE2103,Hassler Roma,LW2196,The Place Firenze,2,8104
Paid Reservation,SBE2120,Due Torri Hotel,LW2196,The Place Firenze,1,1866
Paid Reservation,SBE2178,J.K. Place Roma,LW2196,The Place Firenze,1,1620
Paid Reservation,SBE2184,Alpina Dolomites,LW2196,The Place Firenze,1,1618
Paid Reservation,SBE2208,Borgo Santo Pietro,LW2196,The Place Firenze,1,2250
Paid Reservation,SBE2812,The PuLi Hotel and Spa,LW2812,The PuLi Hotel and Spa,53,54836
Paid Reservation,SBE2852,The PuXuan Hotel and Spa,LW2812,The PuLi Hotel and Spa,1,542
Paid Reservation,SBE2812,The PuLi Hotel and Spa,LW2852,The PuXuan Hotel and Spa,1,590
Paid Reservation,SBE2852,The PuXuan Hotel and Spa,LW2852,The PuXuan Hotel and Spa,21,13359
Paid Reservation,SBE2862,Raya Heritage,LW2852,The PuXuan Hotel and Spa,1,554
Paid Reservation,SBE1618,The Dolder Grand,LW2830,The Reverie Saigon,1,760
Paid Reservation,SBE2830,The Reverie Saigon,LW2830,The Reverie Saigon,155,130123
Paid Reservation,SBE2866,The RuMa Hotel and Residences,LW2830,The Reverie Saigon,2,1910
Paid Reservation,SBE7538,Chable Yucatan,LW2830,The Reverie Saigon,4,1540
Paid Reservation,SBE1741,The Hay-Adams,LW1776,The Rittenhouse,3,2720
Paid Reservation,SBE1776,The Rittenhouse,LW1776,The Rittenhouse,205,278616
Paid Reservation,SBE1936,Rock House Resort,LW1776,The Rittenhouse,1,509
Paid Reservation,SBE2172,Principe Forte dei Marmi,LW1776,The Rittenhouse,1,1698
Paid Reservation,SBE2769,The Joule Hotel,LW1776,The Rittenhouse,1,503
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0420,The Ritz London,2,11550
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW0420,The Ritz London,1,891
Paid Reservation,SBE2215,Casa Baglioni,LW0420,The Ritz London,1,475
Paid Reservation,SBE2762,Parker Palm Springs,LW0420,The Ritz London,1,1057
Paid Reservation,SBE0420,The Ritz London,LW0420,The Ritz London,0,0
Paid Reservation,SBE6003,La Mamounia,LW0420,The Ritz London,1,1137
Paid Reservation,SBE0825,Lesante Cape Resort & Villas,LW2866,The RuMa Hotel and Residences,1,232
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW2866,The RuMa Hotel and Residences,1,377
Paid Reservation,SBE1819,Rayavadee,LW2866,The RuMa Hotel and Residences,1,705
Paid Reservation,SBE1868,The Datai Langkawi,LW2866,The RuMa Hotel and Residences,4,791
Paid Reservation,SBE2157,Terme di Saturnia Natural SPA & Golf Resort,LW2866,The RuMa Hotel and Residences,1,593
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW2866,The RuMa Hotel and Residences,1,594
Paid Reservation,SBE2758,Malibu Beach Inn,LW2866,The RuMa Hotel and Residences,4,2466
Paid Reservation,SBE2862,Raya Heritage,LW2866,The RuMa Hotel and Residences,1,272
Paid Reservation,SBE2866,The RuMa Hotel and Residences,LW2866,The RuMa Hotel and Residences,1128,328181
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW5011,The Setai Tel Aviv,1,3451
Paid Reservation,SBE0648,Hotel Le K2 Altitude,LW5011,The Setai Tel Aviv,1,2797
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW5011,The Setai Tel Aviv,1,6568
Paid Reservation,SBE2157,Terme di Saturnia Natural SPA & Golf Resort,LW5011,The Setai Tel Aviv,1,1314
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW5011,The Setai Tel Aviv,2,5512
Paid Reservation,SBE2754,Mr. C Miami – Coconut Grove,LW5011,The Setai Tel Aviv,1,2121
Paid Reservation,SBE5011,The Setai Tel Aviv,LW5011,The Setai Tel Aviv,51,85371
Paid Reservation,SBE6024,Maradiva Villas Resort & Spa,LW5011,The Setai Tel Aviv,1,4098
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW2701,"The Setai, Miami Beach",1,3870
Paid Reservation,SBE0734,Hotel Palace Berlin,LW2701,"The Setai, Miami Beach",1,585
Paid Reservation,SBE0815,Katikies Santorini,LW2701,"The Setai, Miami Beach",1,1238
Paid Reservation,SBE1314,Vidago Palace,LW2701,"The Setai, Miami Beach",1,5600
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW2701,"The Setai, Miami Beach",1,4320
Paid Reservation,SBE1606,Gstaad Palace,LW2701,"The Setai, Miami Beach",1,1600
Paid Reservation,SBE1741,The Hay-Adams,LW2701,"The Setai, Miami Beach",1,6750
Paid Reservation,SBE1819,Rayavadee,LW2701,"The Setai, Miami Beach",1,3200
Paid Reservation,SBE2014,The Hazelton Hotel,LW2701,"The Setai, Miami Beach",2,2625
Paid Reservation,SBE2112,Villa d'Este,LW2701,"The Setai, Miami Beach",1,4680
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW2701,"The Setai, Miami Beach",105,460146
Paid Reservation,SBE2710,Acqualina Resort & Residences on the Beach,LW2701,"The Setai, Miami Beach",5,15440
Paid Reservation,SBE2730,The Greenwich Hotel,LW2701,"The Setai, Miami Beach",1,1576
Paid Reservation,SBE2765,Nobu Hotel Miami Beach,LW2701,"The Setai, Miami Beach",1,4370
Paid Reservation,SBE7538,Chable Yucatan,LW2701,"The Setai, Miami Beach",1,518
Paid Reservation,SBE7556,Nayara Tented Camp,LW2701,"The Setai, Miami Beach",3,12121
Paid Reservation,SBE1622,Lausanne Palace,LW1808,The Shilla Seoul,1,531
Paid Reservation,SBE7065,"The Singular Santiago, Lastarria Hotel",LW7066,"The Singular Patagonia, Puerto Bories Hotel",3,3461
Paid Reservation,SBE7066,"The Singular Patagonia, Puerto Bories Hotel",LW7066,"The Singular Patagonia, Puerto Bories Hotel",48,55116
Paid Reservation,SBE2740,Hutton Hotel,LW7065,"The Singular Santiago, Lastarria Hotel",1,675
Paid Reservation,SBE7063,The Vines Resort & Spa,LW7065,"The Singular Santiago, Lastarria Hotel",1,701
Paid Reservation,SBE7064,Hotel Casa San Agustin,LW7065,"The Singular Santiago, Lastarria Hotel",1,386
Paid Reservation,SBE7065,"The Singular Santiago, Lastarria Hotel",LW7065,"The Singular Santiago, Lastarria Hotel",78,39701
Paid Reservation,SBE7066,"The Singular Patagonia, Puerto Bories Hotel",LW7065,"The Singular Santiago, Lastarria Hotel",5,2204
Paid Reservation,SBE7069,Nayara Alto Atacama,LW7065,"The Singular Santiago, Lastarria Hotel",2,1399
Paid Reservation,SBE7070,Nayara Hangaroa,LW7065,"The Singular Santiago, Lastarria Hotel",1,1109
Paid Reservation,SBE7556,Nayara Tented Camp,LW7065,"The Singular Santiago, Lastarria Hotel",2,706
Paid Reservation,SBE7063,The Vines Resort & Spa,LW7063,The Vines Resort & Spa,7,14840
Paid Reservation,SBE1776,The Rittenhouse,LW2763,The Wagner at the Battery,5,2788
Paid Reservation,SBE0301,d'Angleterre,LW0551,The Westbury,4,2879
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW0551,The Westbury,1,2166
Paid Reservation,SBE1306,Vila Vita Parc,LW0551,The Westbury,1,2724
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW0551,The Westbury,4,2642
Paid Reservation,SBE1936,Rock House Resort,LW0551,The Westbury,1,1089
Paid Reservation,SBE2725,The Newbury Boston,LW0551,The Westbury,1,1614
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW2209,Therasia Resort Sea & Spa,1,1308
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW2209,Therasia Resort Sea & Spa,1,4543
Paid Reservation,SBE2014,The Hazelton Hotel,LW2209,Therasia Resort Sea & Spa,1,871
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW1318,Tivoli Avenida Liberdade,1,1556
Paid Reservation,SBE1306,Vila Vita Parc,LW1318,Tivoli Avenida Liberdade,1,1027
Paid Reservation,SBE1318,Tivoli Avenida Liberdade,LW1318,Tivoli Avenida Liberdade,4,3241
Paid Reservation,SBE1626,Baur au Lac,LW1318,Tivoli Avenida Liberdade,1,403
Paid Reservation,SBE2112,Villa d'Este,LW1318,Tivoli Avenida Liberdade,1,1044
Paid Reservation,SBE2148,Baglioni Hotel Luna,LW1318,Tivoli Avenida Liberdade,6,4087
Paid Reservation,SBE2189,The Phoenicia,LW1318,Tivoli Avenida Liberdade,1,3501
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW1318,Tivoli Avenida Liberdade,1,2392
Paid Reservation,SBE7016,Country Club Lima Hotel,LW7034,Tivoli Mofarrej Sao Paulo,1,668
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW1317,Tivoli Palacio de Seteais,1,888
Paid Reservation,SBE1311,Bairro Alto Hotel,LW1317,Tivoli Palacio de Seteais,1,587
Paid Reservation,SBE2740,Hutton Hotel,LW1317,Tivoli Palacio de Seteais,1,722
Paid Reservation,SBE7556,Nayara Tented Camp,LW1317,Tivoli Palacio de Seteais,1,587
Paid Reservation,SBE1921,Tortuga Bay,LW1921,Tortuga Bay,10,45119
Paid Reservation,SBE0108,Hotel Sacher Wien,LW7539,TRS Coral Hotel – All Inclusive – Adults Only,1,2781
Paid Reservation,SBE1819,Rayavadee,LW7539,TRS Coral Hotel – All Inclusive – Adults Only,1,2025
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1621,"Tschuggen Grand Hotel, Arosa",3,6788
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW1621,"Tschuggen Grand Hotel, Arosa",1,1724
Paid Reservation,SBE1643,Park Hotel Vitznau,LW1621,"Tschuggen Grand Hotel, Arosa",1,1524
Paid Reservation,SBE1649,Royal Savoy Hotel & Spa Lausanne,LW1621,"Tschuggen Grand Hotel, Arosa",1,1166
Paid Reservation,SBE2157,Terme di Saturnia Natural SPA & Golf Resort,LW2171,"Verdura Resort, a Rocco Forte Hotel",1,2798
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,1610
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,783
Paid Reservation,SBE0825,Lesante Cape Resort & Villas,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,1000
Paid Reservation,SBE1306,Vila Vita Parc,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,1808
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,7324
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,4714
Paid Reservation,SBE1603,Bellevue Palace Bern,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,570
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW1607,Victoria-Jungfrau Grand Hotel & Spa,246,520414
Paid Reservation,SBE1608,Beau-Rivage Palace,LW1607,Victoria-Jungfrau Grand Hotel & Spa,6,12628
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,2849
Paid Reservation,SBE1618,The Dolder Grand,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,1024
Paid Reservation,SBE1620,Riffelalp Resort 2222m,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,5432
Paid Reservation,SBE1622,Lausanne Palace,LW1607,Victoria-Jungfrau Grand Hotel & Spa,2,21793
Paid Reservation,SBE1624,Hotel Schweizerhof Bern & Spa,LW1607,Victoria-Jungfrau Grand Hotel & Spa,3,5495
Paid Reservation,SBE1626,Baur au Lac,LW1607,Victoria-Jungfrau Grand Hotel & Spa,5,13626
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW1607,Victoria-Jungfrau Grand Hotel & Spa,2,1783
Paid Reservation,SBE1636,Park Gstaad,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,1933
Paid Reservation,SBE1643,Park Hotel Vitznau,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,2294
Paid Reservation,SBE1936,Rock House Resort,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,1216
Paid Reservation,SBE2103,Hassler Roma,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,3331
Paid Reservation,SBE2112,Villa d'Este,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,1294
Paid Reservation,SBE2189,The Phoenicia,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,2759
Paid Reservation,SBE2725,The Newbury Boston,LW1607,Victoria-Jungfrau Grand Hotel & Spa,2,12983
Paid Reservation,SBE7047,Hotel Fasano Angra dos Reis,LW1607,Victoria-Jungfrau Grand Hotel & Spa,1,2652
Paid Reservation,SBE7556,Nayara Tented Camp,LW1607,Victoria-Jungfrau Grand Hotel & Spa,2,4141
Paid Reservation,SBE0150,Sport Hotel Hermitage & Spa,LW1314,Vidago Palace,2,1456
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW1314,Vidago Palace,1,1381
Paid Reservation,SBE1311,Bairro Alto Hotel,LW1314,Vidago Palace,1,2118
Paid Reservation,SBE1314,Vidago Palace,LW1314,Vidago Palace,51,34750
Paid Reservation,SBE1303,Hotel Quinta do Lago,LW1306,Vila Vita Parc,2,4469
Paid Reservation,SBE1306,Vila Vita Parc,LW1306,Vila Vita Parc,165,400945
Paid Reservation,SBE1320,Maison Albar Le Monumental Palace,LW1306,Vila Vita Parc,1,3034
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW1306,Vila Vita Parc,1,6250
Paid Reservation,SBE1422,Bahia del Duque,LW1306,Vila Vita Parc,2,11852
Paid Reservation,SBE1436,Asia Gardens Hotel & Thai Spa,LW1306,Vila Vita Parc,2,2643
Paid Reservation,SBE1437,Castell Son Claret,LW1306,Vila Vita Parc,1,2795
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1306,Vila Vita Parc,2,7595
Paid Reservation,SBE1603,Bellevue Palace Bern,LW1306,Vila Vita Parc,1,3269
Paid Reservation,SBE1924,Grace Bay Club,LW1306,Vila Vita Parc,1,1532
Paid Reservation,SBE2143,L'Andana Resort,LW1306,Vila Vita Parc,1,4659
Paid Reservation,SBE6003,La Mamounia,LW1306,Vila Vita Parc,1,1203
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW2187,"Villa Agrippina, a Gran Melia Hotel",1,4031
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW2187,"Villa Agrippina, a Gran Melia Hotel",1,268
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2187,"Villa Agrippina, a Gran Melia Hotel",1,3223
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW2187,"Villa Agrippina, a Gran Melia Hotel",1,4457
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW2187,"Villa Agrippina, a Gran Melia Hotel",1,4910
Paid Reservation,SBE1626,Baur au Lac,LW2187,"Villa Agrippina, a Gran Melia Hotel",2,6100
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW2186,Villa Cora,1,2527
Paid Reservation,SBE0818,Katikies Chromata Santorini,LW2186,Villa Cora,1,613
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2186,Villa Cora,1,2845
Paid Reservation,SBE1741,The Hay-Adams,LW2186,Villa Cora,1,4074
Paid Reservation,SBE2112,Villa d'Este,LW2186,Villa Cora,2,1962
Paid Reservation,SBE2157,Terme di Saturnia Natural SPA & Golf Resort,LW2186,Villa Cora,3,12767
Paid Reservation,SBE2178,J.K. Place Roma,LW2186,Villa Cora,1,2540
Paid Reservation,SBE2186,Villa Cora,LW2186,Villa Cora,76,179948
Paid Reservation,SBE2192,The Ashbee Hotel,LW2186,Villa Cora,2,1248
Paid Reservation,SBE2208,Borgo Santo Pietro,LW2186,Villa Cora,2,5801
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW2154,Villa del Parco & Spa,2,8956
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2112,Villa d'Este,2,4569
Paid Reservation,SBE0110,Hotel Weisses Rössl Kitzbühel,LW2112,Villa d'Este,1,1743
Paid Reservation,SBE0301,d'Angleterre,LW2112,Villa d'Este,1,1419
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW2112,Villa d'Este,1,4281
Paid Reservation,SBE1401,"El Palace, Barcelona",LW2112,Villa d'Este,1,5997
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2112,Villa d'Este,1,2429
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW2112,Villa d'Este,1,6763
Paid Reservation,SBE1606,Gstaad Palace,LW2112,Villa d'Este,1,2844
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW2112,Villa d'Este,2,14613
Paid Reservation,SBE1616,Suvretta House,LW2112,Villa d'Este,1,8086
Paid Reservation,SBE1626,Baur au Lac,LW2112,Villa d'Este,2,7346
Paid Reservation,SBE1741,The Hay-Adams,LW2112,Villa d'Este,2,6312
Paid Reservation,SBE2103,Hassler Roma,LW2112,Villa d'Este,3,9524
Paid Reservation,SBE2112,Villa d'Este,LW2112,Villa d'Este,366,1305104
Paid Reservation,SBE2114,Grand Hotel et de Milan,LW2112,Villa d'Este,1,1375
Paid Reservation,SBE2126,Grand Hotel Excelsior Vittoria,LW2112,Villa d'Este,1,1167
Paid Reservation,SBE2131,Villa La Massa,LW2112,Villa d'Este,2,3850
Paid Reservation,SBE2136,Grand Hotel Quisisana,LW2112,Villa d'Este,1,4259
Paid Reservation,SBE2138,"Grand Hotel Majestic ""già Baglioni""",LW2112,Villa d'Este,1,13015
Paid Reservation,SBE2177,Palazzo Parigi Hotel & Grand Spa,LW2112,Villa d'Este,1,1702
Paid Reservation,SBE2186,Villa Cora,LW2112,Villa d'Este,1,8024
Paid Reservation,SBE2188,Il Sereno Lago di Como,LW2112,Villa d'Este,1,1457
Paid Reservation,SBE2193,Palazzo Avino,LW2112,Villa d'Este,1,3385
Paid Reservation,SBE2206,Relais San Maurizio,LW2112,Villa d'Este,1,2677
Paid Reservation,SBE2214,Casa Angelina,LW2112,Villa d'Este,1,4222
Paid Reservation,SBE2758,Malibu Beach Inn,LW2112,Villa d'Este,1,8809
Paid Reservation,SBE7556,Nayara Tented Camp,LW2112,Villa d'Este,2,4935
Paid Reservation,SBE8430,The Merrion Hotel,LW2112,Villa d'Este,1,10732
Paid Reservation,SBE0825,Lesante Cape Resort & Villas,LW3154,Villa Dubrovnik,1,3871
Paid Reservation,SBE2769,The Joule Hotel,LW3154,Villa Dubrovnik,1,4855
Paid Reservation,SBE2870,The Kahala Hotel & Resort Yokohama,LW3154,Villa Dubrovnik,1,514
Paid Reservation,SBE3154,Villa Dubrovnik,LW3154,Villa Dubrovnik,7,23118
Paid Reservation,SBE1203,Britannia Hotel,LW2128,Villa e Palazzo Aminta,1,4765
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW2128,Villa e Palazzo Aminta,2,4132
Paid Reservation,SBE1616,Suvretta House,LW2128,Villa e Palazzo Aminta,1,1743
Paid Reservation,SBE1622,Lausanne Palace,LW2128,Villa e Palazzo Aminta,1,2789
Paid Reservation,SBE1624,Hotel Schweizerhof Bern & Spa,LW2128,Villa e Palazzo Aminta,1,704
Paid Reservation,SBE2112,Villa d'Este,LW2128,Villa e Palazzo Aminta,1,1961
Paid Reservation,SBE2128,Villa e Palazzo Aminta,LW2128,Villa e Palazzo Aminta,34,76322
Paid Reservation,SBE2175,Lido Palace,LW2128,Villa e Palazzo Aminta,6,12209
Paid Reservation,SBE2176,Castel Monastero,LW2128,Villa e Palazzo Aminta,1,1512
Paid Reservation,SBE2206,Relais San Maurizio,LW2128,Villa e Palazzo Aminta,2,1057
Paid Reservation,SBE0250,Le Royal Hotels & Resorts,LW2211,Villa Eden – The Private Retreat,2,1308
Paid Reservation,SBE1311,Bairro Alto Hotel,LW2211,Villa Eden – The Private Retreat,1,2748
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2211,Villa Eden – The Private Retreat,1,2247
Paid Reservation,SBE2178,J.K. Place Roma,LW2211,Villa Eden – The Private Retreat,1,785
Paid Reservation,SBE2211,Villa Eden – The Private Retreat,LW2211,Villa Eden – The Private Retreat,9,17082
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2131,Villa La Massa,1,2273
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW2131,Villa La Massa,1,1839
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW2131,Villa La Massa,1,3654
Paid Reservation,SBE2103,Hassler Roma,LW2131,Villa La Massa,1,582
Paid Reservation,SBE2112,Villa d'Este,LW2131,Villa La Massa,4,7784
Paid Reservation,SBE2131,Villa La Massa,LW2131,Villa La Massa,83,276104
Paid Reservation,SBE2186,Villa Cora,LW2131,Villa La Massa,3,2571
Paid Reservation,SBE2758,Malibu Beach Inn,LW2131,Villa La Massa,2,8605
Paid Reservation,SBE0351,Hotel Kämp,LW1452,"Villa Le Blanc, a Gran Melia Hotel",1,1486
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW1452,"Villa Le Blanc, a Gran Melia Hotel",1,4640
Paid Reservation,SBE0815,Katikies Santorini,LW1452,"Villa Le Blanc, a Gran Melia Hotel",1,400
Paid Reservation,SBE2214,Casa Angelina,LW1452,"Villa Le Blanc, a Gran Melia Hotel",1,1261
Paid Reservation,SBE6003,La Mamounia,LW1452,"Villa Le Blanc, a Gran Melia Hotel",1,1439
Paid Reservation,SBE0639,Hotel Le K2 Palace,LW0652,Villa Maia,1,1041
Paid Reservation,SBE0652,Villa Maia,LW0652,Villa Maia,105,119216
Paid Reservation,SBE1306,Vila Vita Parc,LW0652,Villa Maia,1,1472
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW0652,Villa Maia,1,1132
Paid Reservation,SBE1622,Lausanne Palace,LW0652,Villa Maia,1,1242
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW0652,Villa Maia,1,520
Paid Reservation,SBE2112,Villa d'Este,LW0652,Villa Maia,2,1404
Paid Reservation,SBE2126,Grand Hotel Excelsior Vittoria,LW0652,Villa Maia,1,652
Paid Reservation,SBE2177,Palazzo Parigi Hotel & Grand Spa,LW0652,Villa Maia,1,14455
Paid Reservation,SBE6009,Royal Mansour Marrakech,LW0652,Villa Maia,1,470
Paid Reservation,SBE2741,Villa Mara Carmel,LW2741,Villa Mara Carmel,33,47277
Paid Reservation,SBE2750,Mr. C Beverly Hills,LW2741,Villa Mara Carmel,1,675
Paid Reservation,SBE2762,Parker Palm Springs,LW2741,Villa Mara Carmel,1,1743
Paid Reservation,SBE6003,La Mamounia,LW2741,Villa Mara Carmel,1,809
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW3159,Villa Nai 3.3,1,4639
Paid Reservation,SBE2178,J.K. Place Roma,LW3159,Villa Nai 3.3,1,8559
Paid Reservation,SBE3159,Villa Nai 3.3,LW3159,Villa Nai 3.3,4,8634
Paid Reservation,SBE0150,Sport Hotel Hermitage & Spa,LW1323,Vinha Boutique Hotel,1,1552
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW1323,Vinha Boutique Hotel,1,1252
Paid Reservation,SBE0850,Amathus Beach Hotel Limassol,LW1323,Vinha Boutique Hotel,1,1607
Paid Reservation,SBE1306,Vila Vita Parc,LW1323,Vinha Boutique Hotel,2,2283
Paid Reservation,SBE1320,Maison Albar Le Monumental Palace,LW1323,Vinha Boutique Hotel,10,5413
Paid Reservation,SBE1323,Vinha Boutique Hotel,LW1323,Vinha Boutique Hotel,106,79569
Paid Reservation,LHWCOM,LHWCOM,LW0301,d'Angleterre,81,346978
Paid Reservation,SBE1451,Palacio Arriluce Hotel,LW1323,Vinha Boutique Hotel,1,1077
Paid Reservation,SBE2014,The Hazelton Hotel,LW1323,Vinha Boutique Hotel,1,1759
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW1323,Vinha Boutique Hotel,1,1320
Paid Reservation,SBE7063,The Vines Resort & Spa,LW1323,Vinha Boutique Hotel,1,430
Paid Reservation,SBE2768,Washington School House Hotel,LW2768,Washington School House Hotel,23,57450
Paid Reservation,SBE1765,Lowell Hotel,LW1719,Wheatleigh,1,1780
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW1628,Widder Hotel,2,4158
Paid Reservation,SBE0117,Palais Coburg Residenz,LW1628,Widder Hotel,1,2203
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW1628,Widder Hotel,2,8291
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1628,Widder Hotel,2,2077
Paid Reservation,SBE1626,Baur au Lac,LW1628,Widder Hotel,2,1157
Paid Reservation,SBE2136,Grand Hotel Quisisana,LW1628,Widder Hotel,3,7553
Paid Reservation,SBE1723,The Brazilian Court Hotel,LW1935,Wymara Resort and Villas,1,6688
Paid Reservation,SBE1935,Wymara Resort and Villas,LW1935,Wymara Resort and Villas,112,744354
Paid Reservation,SBE1936,Rock House Resort,LW1935,Wymara Resort and Villas,1,4788
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW1935,Wymara Resort and Villas,1,7000
Paid Reservation,SBE7556,Nayara Tented Camp,LW1935,Wymara Resort and Villas,1,2660
Paid Reservation,SBE1773,Sonnenalp Hotel,LW7521,Zoetry Paraiso de la Bonita Riviera Maya,1,14480
Paid Reservation,LHWCOM,LHWCOM,LW1442,7Pines Resort Ibiza,86,238221.56
Paid Reservation,LHWCOM,LHWCOM,LW6057,12 Apostles Hotel & Spa,47,67039.54
Paid Reservation,LHWCOM,LHWCOM,LW1449,Abadía Retuerta LeDomaine,114,154371.45
Paid Reservation,LHWCOM,LHWCOM,LW2710,Acqualina Resort & Residences on the Beach,257,1243671.38
Paid Reservation,LHWCOM,LHWCOM,LW0553,Adare Manor,153,293053.9
Paid Reservation,LHWCOM,LHWCOM,LW2826,Ahn Luh Zhujiajiao,4,2550.62
Paid Reservation,LHWCOM,LHWCOM,LW0623,"Airelles Courchevel, Les Airelles",25,477700.54
Paid Reservation,LHWCOM,LHWCOM,LW0646,"Airelles Gordes, La Bastide",151,422252.79
Paid Reservation,LHWCOM,LHWCOM,LW0656,"Airelles Val d’Isère, Le Brussel's",10,77896.99
Paid Reservation,LHWCOM,LHWCOM,LW6151,Al Faisaliah Hotel,26,25988.56
Paid Reservation,LHWCOM,LHWCOM,LW2139,Aldrovandi Villa Borghese,280,292081.8
Paid Reservation,LHWCOM,LHWCOM,LW2873,Aleenta Retreat Chiang Mai,3,1725.79
Paid Reservation,LHWCOM,LHWCOM,LW2166,Alpenroyal Hotel,226,519652.49
Paid Reservation,LHWCOM,LHWCOM,LW0113,Alpin Resort Sacher Seefeld – Tirol,89,130171.56
Paid Reservation,LHWCOM,LHWCOM,LW2184,Alpina Dolomites,294,874431.52
Paid Reservation,LHWCOM,LHWCOM,LW0731,Althoff Grandhotel Schloss Bensberg,747,396602.12
